id,ders_tderslerid,ogrenci_tkullanicilarid,vize,final,harf,DersID,bolum_tbolumlerid,adi_x,teori,uygulama,akts,KullaniciID,adi_y,soyadi,eposta,ceptel,dogumtarihi,dogumyeri_tilcelerid,cinsiyet,tckimlikno,kangrubu_tkangruplariid
144,159,7283,88.0,95.0,,159,181,İngilizce,4,0,4,7283,Müge,BULAT ÇETİNKAYA,müge.bulat çetinkaya10@gmail.com,5353005533,1998-07-14,6,False,30075909801,0
145,35,7644,12.0,100.0,,35,21,Türk Dili,4,0,4,7644,Mahmut,ÖZTÜRK,mahmut.öztürk77@gmail.com,5381664924,1988-01-10,34,True,90930810416,6
146,87,7644,47.0,46.0,,87,21,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,7644,Mahmut,ÖZTÜRK,mahmut.öztürk77@gmail.com,5381664924,1988-01-10,34,True,90930810416,6
147,139,7644,10.0,32.0,,139,21,İngilizce,4,0,4,7644,Mahmut,ÖZTÜRK,mahmut.öztürk77@gmail.com,5381664924,1988-01-10,34,True,90930810416,6
148,16,6586,76.0,21.0,,16,2,Türk Dili,4,0,4,6586,Melek,ZEYLAN,melek.zeylan65@gmail.com,5411646340,1993-08-18,37,False,35993476596,0
149,68,6586,78.0,18.0,,68,2,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,6586,Melek,ZEYLAN,melek.zeylan65@gmail.com,5411646340,1993-08-18,37,False,35993476596,0
150,120,6586,72.0,84.0,,120,2,İngilizce,4,0,4,6586,Melek,ZEYLAN,melek.zeylan65@gmail.com,5411646340,1993-08-18,37,False,35993476596,0
151,43,4877,17.0,92.0,,43,63,Türk Dili,4,0,4,4877,Sencerhan,GİLAN BÜTÜNER,sencerhan.gilan bütüner 11@gmail.com,5522400280,2001-12-20,75,True,49417121741,0
152,95,4877,18.0,15.0,,95,63,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,4877,Sencerhan,GİLAN BÜTÜNER,sencerhan.gilan bütüner 11@gmail.com,5522400280,2001-12-20,75,True,49417121741,0
153,147,4877,54.0,29.0,,147,63,İngilizce,4,0,4,4877,Sencerhan,GİLAN BÜTÜNER,sencerhan.gilan bütüner 11@gmail.com,5522400280,2001-12-20,75,True,49417121741,0
154,16,8344,48.0,71.0,,16,2,Türk Dili,4,0,4,8344,Ozan Latif,DOĞAN,ozan latif.doğan27@gmail.com,5411699231,1988-03-07,29,False,33818078388,0
155,68,8344,21.0,42.0,,68,2,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,8344,Ozan Latif,DOĞAN,ozan latif.doğan27@gmail.com,5411699231,1988-03-07,29,False,33818078388,0
156,120,8344,91.0,59.0,,120,2,İngilizce,4,0,4,8344,Ozan Latif,DOĞAN,ozan latif.doğan27@gmail.com,5411699231,1988-03-07,29,False,33818078388,0
157,60,5163,8.0,92.0,,60,186,Türk Dili,4,0,4,5163,Elif,ULUTAŞ,elif.ulutaş39@gmail.com,5481328954,1981-04-06,35,False,41001265919,0
158,112,5163,46.0,27.0,,112,186,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,5163,Elif,ULUTAŞ,elif.ulutaş39@gmail.com,5481328954,1981-04-06,35,False,41001265919,0
159,164,5163,59.0,70.0,,164,186,İngilizce,4,0,4,5163,Elif,ULUTAŞ,elif.ulutaş39@gmail.com,5481328954,1981-04-06,35,False,41001265919,0
160,39,8777,71.0,95.0,,39,29,Türk Dili,4,0,4,8777,Ali Baran,ÜNALAN,ali baran.ünalan36@gmail.com,5466717727,1985-05-09,34,True,96473086193,0
161,91,8777,83.0,45.0,,91,29,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,8777,Ali Baran,ÜNALAN,ali baran.ünalan36@gmail.com,5466717727,1985-05-09,34,True,96473086193,0
162,143,8777,55.0,93.0,,143,29,İngilizce,4,0,4,8777,Ali Baran,ÜNALAN,ali baran.ünalan36@gmail.com,5466717727,1985-05-09,34,True,96473086193,0
163,39,2638,23.0,19.0,,39,29,Türk Dili,4,0,4,2638,Sinan,BİÇER,sinan.biçer29@gmail.com,5506489892,1987-05-14,6,True,53086646098,0
164,91,2638,68.0,94.0,,91,29,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,2638,Sinan,BİÇER,sinan.biçer29@gmail.com,5506489892,1987-05-14,6,True,53086646098,0
165,143,2638,97.0,1.0,,143,29,İngilizce,4,0,4,2638,Sinan,BİÇER,sinan.biçer29@gmail.com,5506489892,1987-05-14,6,True,53086646098,0
166,27,8516,59.0,22.0,,27,13,Türk Dili,4,0,4,8516,Ferhat,ÇAPAN,ferhat.çapan31@gmail.com,5375500406,1995-11-12,27,True,14579448585,0
167,79,8516,31.0,26.0,,79,13,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,8516,Ferhat,ÇAPAN,ferhat.çapan31@gmail.com,5375500406,1995-11-12,27,True,14579448585,0
168,131,8516,28.0,90.0,,131,13,İngilizce,4,0,4,8516,Ferhat,ÇAPAN,ferhat.çapan31@gmail.com,5375500406,1995-11-12,27,True,14579448585,0
169,26,7264,74.0,79.0,,26,12,Türk Dili,4,0,4,7264,Gökhan,DEMİRDÖVEN,gökhan.demirdöven14@gmail.com,5496148307,2002-10-14,34,True,15988075899,0
170,78,7264,91.0,85.0,,78,12,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,7264,Gökhan,DEMİRDÖVEN,gökhan.demirdöven14@gmail.com,5496148307,2002-10-14,34,True,15988075899,0
171,130,7264,76.0,56.0,,130,12,İngilizce,4,0,4,7264,Gökhan,DEMİRDÖVEN,gökhan.demirdöven14@gmail.com,5496148307,2002-10-14,34,True,15988075899,0
172,29,4984,81.0,81.0,,29,15,Türk Dili,4,0,4,4984,Nejla,USTA,nejla.usta13@gmail.com,5389143908,2002-02-09,44,False,41494385644,0
173,81,4984,10.0,12.0,,81,15,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,4984,Nejla,USTA,nejla.usta13@gmail.com,5389143908,2002-02-09,44,False,41494385644,0
174,133,4984,90.0,78.0,,133,15,İngilizce,4,0,4,4984,Nejla,USTA,nejla.usta13@gmail.com,5389143908,2002-02-09,44,False,41494385644,0
175,51,2233,68.0,77.0,,51,108,Türk Dili,4,0,4,2233,Celalettin,Y,celalettin.y34@gmail.com,5476878584,1985-11-15,25,True,69060676013,8
176,103,2233,67.0,64.0,,103,108,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,2233,Celalettin,Y,celalettin.y34@gmail.com,5476878584,1985-11-15,25,True,69060676013,8
177,155,2233,10.0,33.0,,155,108,İngilizce,4,0,4,2233,Celalettin,Y,celalettin.y34@gmail.com,5476878584,1985-11-15,25,True,69060676013,8
178,24,6912,70.0,72.0,,24,10,Türk Dili,4,0,4,6912,MELİKE AYŞE,KARAHASANOĞLU,melike ayşe.karahasanoğlu99@gmail.com,5491369722,1991-07-19,34,False,60245259667,1
179,76,6912,80.0,87.0,,76,10,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,6912,MELİKE AYŞE,KARAHASANOĞLU,melike ayşe.karahasanoğlu99@gmail.com,5491369722,1991-07-19,34,False,60245259667,1
180,128,6912,38.0,95.0,,128,10,İngilizce,4,0,4,6912,MELİKE AYŞE,KARAHASANOĞLU,melike ayşe.karahasanoğlu99@gmail.com,5491369722,1991-07-19,34,False,60245259667,1
181,28,6299,5.0,21.0,,28,14,Türk Dili,4,0,4,6299,Serkan,ÜÇGÜN,serkan.üçgün35@gmail.com,5585979259,1988-06-06,16,True,61903828963,7
182,80,6299,64.0,43.0,,80,14,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,6299,Serkan,ÜÇGÜN,serkan.üçgün35@gmail.com,5585979259,1988-06-06,16,True,61903828963,7
183,132,6299,62.0,30.0,,132,14,İngilizce,4,0,4,6299,Serkan,ÜÇGÜN,serkan.üçgün35@gmail.com,5585979259,1988-06-06,16,True,61903828963,7
184,45,5597,30.0,27.0,,45,76,Türk Dili,4,0,4,5597,Selma,ÖZLER,selma.özler98@gmail.com,5445103659,1993-12-19,11,False,16719337925,0
185,97,5597,10.0,36.0,,97,76,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,5597,Selma,ÖZLER,selma.özler98@gmail.com,5445103659,1993-12-19,11,False,16719337925,0
186,149,5597,76.0,19.0,,149,76,İngilizce,4,0,4,5597,Selma,ÖZLER,selma.özler98@gmail.com,5445103659,1993-12-19,11,False,16719337925,0
187,63,6485,42.0,80.0,,63,289,Türk Dili,4,0,4,6485,Murat,TURHAN,murat.turhan27@gmail.com,5588088958,2002-08-10,35,True,41747470383,0
188,115,6485,53.0,52.0,,115,289,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,6485,Murat,TURHAN,murat.turhan27@gmail.com,5588088958,2002-08-10,35,True,41747470383,0
189,167,6485,28.0,98.0,,167,289,İngilizce,4,0,4,6485,Murat,TURHAN,murat.turhan27@gmail.com,5588088958,2002-08-10,35,True,41747470383,0
190,35,7991,5.0,41.0,,35,21,Türk Dili,4,0,4,7991,Selin,PAZARBAŞI,selin.pazarbaşı21@gmail.com,5445881707,1983-11-02,52,False,32692666153,0
191,87,7991,33.0,88.0,,87,21,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,7991,Selin,PAZARBAŞI,selin.pazarbaşı21@gmail.com,5445881707,1983-11-02,52,False,32692666153,0
192,139,7991,56.0,93.0,,139,21,İngilizce,4,0,4,7991,Selin,PAZARBAŞI,selin.pazarbaşı21@gmail.com,5445881707,1983-11-02,52,False,32692666153,0
193,18,5729,96.0,57.0,,18,4,Türk Dili,4,0,4,5729,Gökhan,ÜNLÜ,gökhan.ünlü76@gmail.com,5362034824,1991-02-04,10,True,34512660667,0
194,70,5729,65.0,43.0,,70,4,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,5729,Gökhan,ÜNLÜ,gökhan.ünlü76@gmail.com,5362034824,1991-02-04,10,True,34512660667,0
195,122,5729,82.0,37.0,,122,4,İngilizce,4,0,4,5729,Gökhan,ÜNLÜ,gökhan.ünlü76@gmail.com,5362034824,1991-02-04,10,True,34512660667,0
196,54,7511,99.0,7.0,,54,180,Türk Dili,4,0,4,7511,Eda,AYDOĞAN,eda.aydoğan42@gmail.com,5381726149,1995-09-18,34,False,50922891927,0
197,106,7511,100.0,91.0,,106,180,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,7511,Eda,AYDOĞAN,eda.aydoğan42@gmail.com,5381726149,1995-09-18,34,False,50922891927,0
198,158,7511,31.0,65.0,,158,180,İngilizce,4,0,4,7511,Eda,AYDOĞAN,eda.aydoğan42@gmail.com,5381726149,1995-09-18,34,False,50922891927,0
199,45,8319,100.0,31.0,,45,76,Türk Dili,4,0,4,8319,İbrahim,KARADENİZ,ibrahim.karadeniz12@gmail.com,5418709891,1998-10-20,47,True,37328651571,0
200,97,8319,71.0,93.0,,97,76,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,8319,İbrahim,KARADENİZ,ibrahim.karadeniz12@gmail.com,5418709891,1998-10-20,47,True,37328651571,0
201,149,8319,45.0,37.0,,149,76,İngilizce,4,0,4,8319,İbrahim,KARADENİZ,ibrahim.karadeniz12@gmail.com,5418709891,1998-10-20,47,True,37328651571,0
202,46,6267,60.0,90.0,,46,77,Türk Dili,4,0,4,6267,Burak,TÜRKOĞLU,burak.türkoğlu89@gmail.com,5581583434,1989-02-15,21,True,55203088608,0
203,98,6267,55.0,97.0,,98,77,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,6267,Burak,TÜRKOĞLU,burak.türkoğlu89@gmail.com,5581583434,1989-02-15,21,True,55203088608,0
204,150,6267,83.0,20.0,,150,77,İngilizce,4,0,4,6267,Burak,TÜRKOĞLU,burak.türkoğlu89@gmail.com,5581583434,1989-02-15,21,True,55203088608,0
205,54,4953,35.0,21.0,,54,180,Türk Dili,4,0,4,4953,halit,ÖZEN,halit.özen76@gmail.com,5585546704,1990-01-02,52,True,45306847422,7
206,106,4953,72.0,48.0,,106,180,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,4953,halit,ÖZEN,halit.özen76@gmail.com,5585546704,1990-01-02,52,True,45306847422,7
207,158,4953,42.0,95.0,,158,180,İngilizce,4,0,4,4953,halit,ÖZEN,halit.özen76@gmail.com,5585546704,1990-01-02,52,True,45306847422,7
208,37,4916,46.0,64.0,,37,27,Türk Dili,4,0,4,4916,NİLGÜN,AKBAŞ,nilgün.akbaş28@gmail.com,5347312524,2001-05-13,42,False,62933061104,8
209,89,4916,46.0,80.0,,89,27,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,4916,NİLGÜN,AKBAŞ,nilgün.akbaş28@gmail.com,5347312524,2001-05-13,42,False,62933061104,8
210,141,4916,86.0,4.0,,141,27,İngilizce,4,0,4,4916,NİLGÜN,AKBAŞ,nilgün.akbaş28@gmail.com,5347312524,2001-05-13,42,False,62933061104,8
211,42,6367,88.0,2.0,,42,55,Türk Dili,4,0,4,6367,Mucella,BİLGİN,mucella.bilgin10@gmail.com,5481388458,1990-01-24,34,False,46834432423,0
212,94,6367,12.0,34.0,,94,55,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,6367,Mucella,BİLGİN,mucella.bilgin10@gmail.com,5481388458,1990-01-24,34,False,46834432423,0
213,146,6367,72.0,98.0,,146,55,İngilizce,4,0,4,6367,Mucella,BİLGİN,mucella.bilgin10@gmail.com,5481388458,1990-01-24,34,False,46834432423,0
214,20,5695,11.0,57.0,,20,6,Türk Dili,4,0,4,5695,İlknur,ARSLAN,ilknur.arslan99@gmail.com,5547957220,1996-09-01,34,False,90858697944,0
215,72,5695,24.0,25.0,,72,6,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,5695,İlknur,ARSLAN,ilknur.arslan99@gmail.com,5547957220,1996-09-01,34,False,90858697944,0
216,124,5695,28.0,95.0,,124,6,İngilizce,4,0,4,5695,İlknur,ARSLAN,ilknur.arslan99@gmail.com,5547957220,1996-09-01,34,False,90858697944,0
217,37,5819,31.0,10.0,,37,27,Türk Dili,4,0,4,5819,Resul,KATI,resul.katı81@gmail.com,5468590982,1996-02-17,34,True,70979280509,0
218,89,5819,75.0,53.0,,89,27,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,5819,Resul,KATI,resul.katı81@gmail.com,5468590982,1996-02-17,34,True,70979280509,0
219,141,5819,45.0,51.0,,141,27,İngilizce,4,0,4,5819,Resul,KATI,resul.katı81@gmail.com,5468590982,1996-02-17,34,True,70979280509,0
220,20,4764,100.0,16.0,,20,6,Türk Dili,4,0,4,4764,Öget,EROĞLU,öget.eroğlu52@gmail.com,5499010879,1999-06-27,34,False,82987182762,7
221,72,4764,78.0,3.0,,72,6,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,4764,Öget,EROĞLU,öget.eroğlu52@gmail.com,5499010879,1999-06-27,34,False,82987182762,7
222,124,4764,52.0,39.0,,124,6,İngilizce,4,0,4,4764,Öget,EROĞLU,öget.eroğlu52@gmail.com,5499010879,1999-06-27,34,False,82987182762,7
223,42,8256,49.0,47.0,,42,55,Türk Dili,4,0,4,8256,Gözde,AKCAN,gözde.akcan80@gmail.com,5521439112,1986-10-01,54,False,91108045282,0
224,94,8256,89.0,50.0,,94,55,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,8256,Gözde,AKCAN,gözde.akcan80@gmail.com,5521439112,1986-10-01,54,False,91108045282,0
225,146,8256,11.0,77.0,,146,55,İngilizce,4,0,4,8256,Gözde,AKCAN,gözde.akcan80@gmail.com,5521439112,1986-10-01,54,False,91108045282,0
226,66,5874,75.0,25.0,,66,302,Türk Dili,4,0,4,5874,Okan,SOYADI,okan.soyadı54@gmail.com,5526054971,1992-01-27,34,True,37895863032,0
227,118,5874,94.0,36.0,,118,302,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,5874,Okan,SOYADI,okan.soyadı54@gmail.com,5526054971,1992-01-27,34,True,37895863032,0
228,170,5874,39.0,70.0,,170,302,İngilizce,4,0,4,5874,Okan,SOYADI,okan.soyadı54@gmail.com,5526054971,1992-01-27,34,True,37895863032,0
229,56,4942,74.0,26.0,,56,182,Türk Dili,4,0,4,4942,Yusuf,CANSIZ,yusuf.cansız46@gmail.com,5525912642,1998-08-15,60,True,80469690466,1
230,108,4942,68.0,47.0,,108,182,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,4942,Yusuf,CANSIZ,yusuf.cansız46@gmail.com,5525912642,1998-08-15,60,True,80469690466,1
231,160,4942,30.0,31.0,,160,182,İngilizce,4,0,4,4942,Yusuf,CANSIZ,yusuf.cansız46@gmail.com,5525912642,1998-08-15,60,True,80469690466,1
232,49,5089,42.0,40.0,,49,103,Türk Dili,4,0,4,5089,Tolga,SÖNMEZ,tolga.sönmez87@gmail.com,5444287658,1993-11-20,6,True,37076345396,0
233,101,5089,32.0,87.0,,101,103,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,5089,Tolga,SÖNMEZ,tolga.sönmez87@gmail.com,5444287658,1993-11-20,6,True,37076345396,0
234,153,5089,95.0,23.0,,153,103,İngilizce,4,0,4,5089,Tolga,SÖNMEZ,tolga.sönmez87@gmail.com,5444287658,1993-11-20,6,True,37076345396,0
235,54,5383,82.0,1.0,,54,180,Türk Dili,4,0,4,5383,Ahmet Can,ŞİŞLİ,ahmet can.şişli72@gmail.com,5572906775,1995-01-10,52,True,78253900103,0
236,106,5383,80.0,65.0,,106,180,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,5383,Ahmet Can,ŞİŞLİ,ahmet can.şişli72@gmail.com,5572906775,1995-01-10,52,True,78253900103,0
237,158,5383,30.0,74.0,,158,180,İngilizce,4,0,4,5383,Ahmet Can,ŞİŞLİ,ahmet can.şişli72@gmail.com,5572906775,1995-01-10,52,True,78253900103,0
238,46,6251,34.0,73.0,,46,77,Türk Dili,4,0,4,6251,Kübra,KUTLAN,kübra.kutlan12@gmail.com,5474485135,1989-09-16,41,False,65029677892,0
239,98,6251,95.0,41.0,,98,77,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,6251,Kübra,KUTLAN,kübra.kutlan12@gmail.com,5474485135,1989-09-16,41,False,65029677892,0
240,150,6251,37.0,1.0,,150,77,İngilizce,4,0,4,6251,Kübra,KUTLAN,kübra.kutlan12@gmail.com,5474485135,1989-09-16,41,False,65029677892,0
241,63,5650,25.0,4.0,,63,289,Türk Dili,4,0,4,5650,Vedat,ALAEV,vedat.alaev57@gmail.com,5487276269,1984-01-27,21,True,40126395427,0
242,115,5650,93.0,42.0,,115,289,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,5650,Vedat,ALAEV,vedat.alaev57@gmail.com,5487276269,1984-01-27,21,True,40126395427,0
243,167,5650,48.0,21.0,,167,289,İngilizce,4,0,4,5650,Vedat,ALAEV,vedat.alaev57@gmail.com,5487276269,1984-01-27,21,True,40126395427,0
244,38,2529,79.0,82.0,,38,28,Türk Dili,4,0,4,2529,Fethullah,DEMİRAY,fethullah.demiray27@gmail.com,5553592251,2001-03-27,61,True,27577492596,0
245,90,2529,23.0,5.0,,90,28,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,2529,Fethullah,DEMİRAY,fethullah.demiray27@gmail.com,5553592251,2001-03-27,61,True,27577492596,0
246,142,2529,15.0,51.0,,142,28,İngilizce,4,0,4,2529,Fethullah,DEMİRAY,fethullah.demiray27@gmail.com,5553592251,2001-03-27,61,True,27577492596,0
247,62,5731,74.0,61.0,,62,188,Türk Dili,4,0,4,5731,Elif,SEVİÇ,elif.seviç45@gmail.com,5463073880,1988-04-10,53,False,89309428793,0
248,114,5731,44.0,61.0,,114,188,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,5731,Elif,SEVİÇ,elif.seviç45@gmail.com,5463073880,1988-04-10,53,False,89309428793,0
249,166,5731,96.0,19.0,,166,188,İngilizce,4,0,4,5731,Elif,SEVİÇ,elif.seviç45@gmail.com,5463073880,1988-04-10,53,False,89309428793,0
250,18,7500,47.0,4.0,,18,4,Türk Dili,4,0,4,7500,İlhan,ARSLAN,ilhan.arslan48@gmail.com,5532903987,1993-08-08,34,True,22378162405,3
251,70,7500,83.0,53.0,,70,4,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,7500,İlhan,ARSLAN,ilhan.arslan48@gmail.com,5532903987,1993-08-08,34,True,22378162405,3
252,122,7500,21.0,51.0,,122,4,İngilizce,4,0,4,7500,İlhan,ARSLAN,ilhan.arslan48@gmail.com,5532903987,1993-08-08,34,True,22378162405,3
253,55,4803,96.0,62.0,,55,181,Türk Dili,4,0,4,4803,Doğan,ÇOLAK,doğan.çolak96@gmail.com,5527572430,1988-02-10,16,True,53471228587,0
254,107,4803,59.0,78.0,,107,181,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,4803,Doğan,ÇOLAK,doğan.çolak96@gmail.com,5527572430,1988-02-10,16,True,53471228587,0
255,159,4803,20.0,99.0,,159,181,İngilizce,4,0,4,4803,Doğan,ÇOLAK,doğan.çolak96@gmail.com,5527572430,1988-02-10,16,True,53471228587,0
256,34,6115,89.0,52.0,,34,20,Türk Dili,4,0,4,6115,Mehtap,ÇETİNER,mehtap.çetiner78@gmail.com,5359065767,1993-11-02,23,False,85087223651,0
257,86,6115,5.0,13.0,,86,20,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,6115,Mehtap,ÇETİNER,mehtap.çetiner78@gmail.com,5359065767,1993-11-02,23,False,85087223651,0
258,138,6115,77.0,58.0,,138,20,İngilizce,4,0,4,6115,Mehtap,ÇETİNER,mehtap.çetiner78@gmail.com,5359065767,1993-11-02,23,False,85087223651,0
259,16,4871,95.0,62.0,,16,2,Türk Dili,4,0,4,4871,FUAT,ATLI,fuat.atlı13@gmail.com,5445860566,2002-11-04,61,True,77548922769,2
260,68,4871,81.0,37.0,,68,2,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,4871,FUAT,ATLI,fuat.atlı13@gmail.com,5445860566,2002-11-04,61,True,77548922769,2
261,120,4871,66.0,76.0,,120,2,İngilizce,4,0,4,4871,FUAT,ATLI,fuat.atlı13@gmail.com,5445860566,2002-11-04,61,True,77548922769,2
262,25,8284,7.0,24.0,,25,11,Türk Dili,4,0,4,8284,İlhan,ÖZDEMİR,ilhan.özdemir27@gmail.com,5561968720,1981-04-16,34,True,71480285119,0
263,77,8284,57.0,37.0,,77,11,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,8284,İlhan,ÖZDEMİR,ilhan.özdemir27@gmail.com,5561968720,1981-04-16,34,True,71480285119,0
264,129,8284,40.0,47.0,,129,11,İngilizce,4,0,4,8284,İlhan,ÖZDEMİR,ilhan.özdemir27@gmail.com,5561968720,1981-04-16,34,True,71480285119,0
265,37,9142,61.0,53.0,,37,27,Türk Dili,4,0,4,9142,Mehmet Çağrı,KIZILTAŞ,mehmet çağrı.kızıltaş98@gmail.com,5523697341,1989-10-17,34,True,64940894840,0
266,89,9142,42.0,31.0,,89,27,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,9142,Mehmet Çağrı,KIZILTAŞ,mehmet çağrı.kızıltaş98@gmail.com,5523697341,1989-10-17,34,True,64940894840,0
267,141,9142,91.0,86.0,,141,27,İngilizce,4,0,4,9142,Mehmet Çağrı,KIZILTAŞ,mehmet çağrı.kızıltaş98@gmail.com,5523697341,1989-10-17,34,True,64940894840,0
268,19,8368,39.0,55.0,,19,5,Türk Dili,4,0,4,8368,Abdüssamed,GÖL,abdüssamed.göl89@gmail.com,5366411148,1988-02-24,38,True,77190623316,0
269,71,8368,51.0,15.0,,71,5,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,8368,Abdüssamed,GÖL,abdüssamed.göl89@gmail.com,5366411148,1988-02-24,38,True,77190623316,0
270,123,8368,50.0,63.0,,123,5,İngilizce,4,0,4,8368,Abdüssamed,GÖL,abdüssamed.göl89@gmail.com,5366411148,1988-02-24,38,True,77190623316,0
271,40,2207,87.0,81.0,,40,30,Türk Dili,4,0,4,2207,Esat Timuçin,YAZAR,esat timuçin.yazar65@gmail.com,5537930791,1985-10-27,40,True,63643479220,3
272,92,2207,78.0,87.0,,92,30,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,2207,Esat Timuçin,YAZAR,esat timuçin.yazar65@gmail.com,5537930791,1985-10-27,40,True,63643479220,3
273,144,2207,42.0,73.0,,144,30,İngilizce,4,0,4,2207,Esat Timuçin,YAZAR,esat timuçin.yazar65@gmail.com,5537930791,1985-10-27,40,True,63643479220,3
274,59,8917,62.0,77.0,,59,185,Türk Dili,4,0,4,8917,Adil Emin,ÖZAY,adil emin.özay79@gmail.com,5312470999,1989-08-12,55,True,84867802231,0
275,111,8917,32.0,28.0,,111,185,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,8917,Adil Emin,ÖZAY,adil emin.özay79@gmail.com,5312470999,1989-08-12,55,True,84867802231,0
276,163,8917,35.0,27.0,,163,185,İngilizce,4,0,4,8917,Adil Emin,ÖZAY,adil emin.özay79@gmail.com,5312470999,1989-08-12,55,True,84867802231,0
277,46,6624,80.0,40.0,,46,77,Türk Dili,4,0,4,6624,Yıldız,ALKIŞ,yıldız.alkış60@gmail.com,5561282780,2002-09-10,34,False,83120586745,0
278,98,6624,75.0,34.0,,98,77,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,6624,Yıldız,ALKIŞ,yıldız.alkış60@gmail.com,5561282780,2002-09-10,34,False,83120586745,0
279,150,6624,72.0,88.0,,150,77,İngilizce,4,0,4,6624,Yıldız,ALKIŞ,yıldız.alkış60@gmail.com,5561282780,2002-09-10,34,False,83120586745,0
280,61,6575,71.0,85.0,,61,187,Türk Dili,4,0,4,6575,Beşir,AKSOY,beşir.aksoy44@gmail.com,5574165564,1987-05-19,56,True,11361027345,0
281,113,6575,96.0,40.0,,113,187,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,6575,Beşir,AKSOY,beşir.aksoy44@gmail.com,5574165564,1987-05-19,56,True,11361027345,0
282,165,6575,9.0,84.0,,165,187,İngilizce,4,0,4,6575,Beşir,AKSOY,beşir.aksoy44@gmail.com,5574165564,1987-05-19,56,True,11361027345,0
283,15,7394,71.0,66.0,,15,1,Türk Dili,4,0,4,7394,Ebru,TANRIVERDİ,ebru.tanrıverdi83@gmail.com,5508727606,1980-07-28,34,False,23158639449,0
284,67,7394,16.0,58.0,,67,1,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,7394,Ebru,TANRIVERDİ,ebru.tanrıverdi83@gmail.com,5508727606,1980-07-28,34,False,23158639449,0
285,119,7394,21.0,75.0,,119,1,İngilizce,4,0,4,7394,Ebru,TANRIVERDİ,ebru.tanrıverdi83@gmail.com,5508727606,1980-07-28,34,False,23158639449,0
286,50,5212,59.0,99.0,,50,107,Türk Dili,4,0,4,5212,Mehmet Sait,ATALAY,mehmet sait.atalay92@gmail.com,5334898343,1999-04-25,63,True,14480439850,0
287,102,5212,92.0,60.0,,102,107,Atatürk İlkeleri ve İnkılâp Tarihi,4,0,4,5212,Mehmet Sait,ATALAY,mehmet sait.atalay92@gmail.com,5334898343,1999-04-25,63,True,14480439850,0
288,154,5212,79.0,23.0,,154,107,İngilizce,4,0,4,5212,Mehmet Sait,ATALAY,mehmet sait.atalay92@gmail.com,5334898343,1999-04-25,63,True,14480439850,0
289,44,5405,61.0,12.0,,44,75,Türk Dili,4,0,4,5405,Sılanur,AĞ,sılanur.ağ88@gmail.com,5514455919,1999-05-03,7,False,19325787007,0
